#54044870BCSV 	// AQ6370C OPTICAL SPECTRUM ANALYZER //                 
25
"CTRWL",1553.500000
"SPAN",  13.000000
"START WL",1547.000000
"STOP WL",1560.000000
"WLFREQ", 0
"REFL", +3.0
"LSCL",10.0
"RESLN",0.100
"AVG",   1
"SMPLAUTO",      0
"SMPL",       2000
"SMPLINTVL",0.0065
"HIGH1"
"MEAS"
"LSUNT",0
"NMSKH","OFF"
"RESCOR",0
"SMOOTH",0
"FIBERTYPE",1
"MEASWL",0
"SWPSPD",1
"RESPARM", 9435
"FREQPARM", 9435


"[TRACE DATA]"
1547.0000, -78.226
1547.0065, -76.369
1547.0130, -76.114
1547.0195, -78.989
1547.0260, -75.532
1547.0325, -76.147
1547.0390, -80.230
1547.0455, -76.678
1547.0520, -78.720
1547.0585, -79.332
1547.0650, -74.423
1547.0715,-210.000
1547.0780, -76.814
1547.0845, -78.052
1547.0910, -82.283
1547.0975, -76.663
1547.1041, -78.633
1547.1106, -76.559
1547.1171, -84.105
1547.1236, -78.305
1547.1301, -76.495
1547.1366, -78.606
1547.1431, -78.795
1547.1496, -76.893
1547.1561, -79.119
1547.1626, -77.536
1547.1691, -75.299
1547.1756, -79.466
1547.1821, -77.779
1547.1886, -81.115
1547.1951, -78.890
1547.2016, -76.528
1547.2081, -76.525
1547.2146, -82.218
1547.2211, -75.917
1547.2276, -82.793
1547.2341, -75.093
1547.2406, -77.018
1547.2471, -77.796
1547.2536, -85.228
1547.2601, -80.102
1547.2666, -77.708
1547.2731, -80.357
1547.2796, -75.324
1547.2861, -77.231
1547.2926, -78.163
1547.2991, -76.034
1547.3057, -75.429
1547.3122, -78.874
1547.3187, -80.658
1547.3252, -77.816
1547.3317, -83.076
1547.3382, -75.737
1547.3447, -82.379
1547.3512, -77.496
1547.3577, -75.152
1547.3642, -78.924
1547.3707, -74.474
1547.3772, -89.828
1547.3837, -77.606
1547.3902, -77.934
1547.3967, -77.056
1547.4032, -75.930
1547.4097, -78.246
1547.4162, -76.207
1547.4227, -81.092
1547.4292, -76.760
1547.4357, -77.520
1547.4422, -78.287
1547.4487, -76.774
1547.4552, -77.985
1547.4617, -78.037
1547.4682, -78.335
1547.4747, -75.890
1547.4812, -76.716
1547.4877, -84.352
1547.4942, -77.930
1547.5008, -76.750
1547.5073, -75.612
1547.5138, -75.900
1547.5203, -78.071
1547.5268, -83.141
1547.5333, -75.632
1547.5398, -80.711
1547.5463, -78.873
1547.5528, -76.160
1547.5593, -83.316
1547.5658, -77.113
1547.5723, -80.815
1547.5788, -74.352
1547.5853, -76.880
1547.5918, -78.593
1547.5983, -77.490
1547.6048, -78.761
1547.6113, -75.447
1547.6178, -78.408
1547.6243, -78.231
1547.6308, -78.114
1547.6373, -80.562
1547.6438, -77.787
1547.6503, -77.831
1547.6568, -76.002
1547.6633, -84.814
1547.6698, -76.411
1547.6763, -78.625
1547.6828, -76.165
1547.6893, -76.977
1547.6958,-210.000
1547.7024, -76.277
1547.7089, -78.342
1547.7154, -78.965
1547.7219, -76.928
1547.7284, -80.031
1547.7349, -77.328
1547.7414, -78.731
1547.7479, -78.147
1547.7544, -79.091
1547.7609, -75.958
1547.7674, -85.640
1547.7739, -74.163
1547.7804, -77.387
1547.7869, -78.370
1547.7934, -77.434
1547.7999, -77.334
1547.8064, -81.376
1547.8129, -75.861
1547.8194, -79.509
1547.8259, -75.159
1547.8324, -75.929
1547.8389, -79.595
1547.8454, -76.213
1547.8519, -76.346
1547.8584, -83.881
1547.8649, -78.246
1547.8714, -76.316
1547.8779, -79.347
1547.8844, -76.113
1547.8909, -83.531
1547.8974, -76.618
1547.9040, -80.387
1547.9105, -76.399
1547.9170, -76.344
1547.9235, -76.571
1547.9300, -75.658
1547.9365, -79.277
